,vm_pu,va_degree,p_mw,q_mvar
0,1.0,28.58199580055147,156.64375573125892,0.0
2,1.0,0.0,699.9999888188015,0.0
4,1.0,22.359626272859302,26.74949548059385,0.0
12,1.0,26.36336984296003,-0.0,0.0
14,1.0,23.10397925491362,2.7448100705240406,1.1206919687780146
16,1.0,12.606273826285179,2.8867965525204746,1.1295223336642095
18,1.0,22.66617343030081,-2.71848809317534,1.2915396369426726
20,1.0,22.93644713638063,-17.777572424385077,1.2812464916814708
22,1.0,23.33249285667717,-6.333505907203147,1.1242818372053656
24,1.0,12.331365199873161,11.026946123927711,13.323238280708951
26,1.0,31.40298738550582,-149.06,0.0
28,1.0,15.069790671281448,-15.874497644938714,7.143456040170654
30,1.0,18.06924087299229,-127.62732072054231,11.728828375549247
32,1.0,15.453507324222063,-33.46276952084821,1.2296034537205565
34,1.0,19.072139507115743,0.0,0.0
36,1.0,12.335796943892905,32.644903789135014,20.44025743935238
38,1.0,23.329362683495745,-16.19999999999999,0.0
40,1.0,18.643782885702606,-21.915833186102645,6.613723679815293
42,1.0,21.237742149620654,-22.331683829629355,1.2627695385842164
44,1.0,33.05382168298181,-122.94362220735309,1.0783598663552583
46,1.0,17.981182771326523,2.8316798018827853,1.1372014031514956
48,1.0,29.097745746888094,0.0,0.0
50,1.0,28.851465433896998,2.9873060895344565,1.10697809688254
52,1.0,26.97569248929344,-15.252797990714726,6.564167765865034
54,1.0,26.704945926529,-6.560000000000002,0.0
56,1.0,21.569441330058716,0.0,0.0
58,1.0,15.114145418056253,36.30143910684001,18.08658498635859
60,1.0,17.296451441081093,-45.42157466381252,6.700043310494458
62,1.0,31.586722115086385,-5.065184559520958,1.2663666878091318
64,1.0,15.700036033448445,-13.933392872799118,1.1459012643559878
66,1.0,21.52885974193535,-4.383619414787745,19.468297235699257
68,1.0,18.48252105929369,-18.279999999999973,0.0
70,1.0,18.99439696287751,3.0186328917900482,1.245127666823134
72,1.0,12.746474036305084,2.819850157438964,1.273649679500787
74,1.0,29.097745746888094,2.7948720661653397,1.1954384473535318
76,1.0,24.256120644999235,-52.551414625695315,6.480026625513199
78,1.0,17.296451441081093,0.0,0.0
80,1.0,22.81383639513875,-31.285260360201164,6.398712524615867
82,1.0,14.963853557234515,-8.17999999999995,0.0
84,1.0,23.125682245351744,-6.820384795699056,1.2401553621775752
86,1.0,12.390067211232337,-15.707415010659815,6.4156801437789355
88,1.0,12.472927258165821,-1.9779982546417614,1.1843039483486124
