,vm_pu,va_degree,p_mw,q_mvar
0,1.0,27.929518989556552,158.29392141189186,0.0
2,1.0,0.0,699.9999888185346,0.0
4,1.0,22.068978362340644,30.305331283329792,0.0
12,1.0,25.925432336278966,-0.0,0.0
14,1.0,22.860061745446554,3.2598493218741256,1.2010441902021345
16,1.0,12.606273826280374,2.9141928284952163,1.1215295159667613
18,1.0,22.416275124141915,-2.9693741955993946,1.1717673009311111
20,1.0,22.691196422555976,-17.543956655104708,1.1469662965068799
22,1.0,23.1007271729156,-6.676355528874504,1.1296742815073602
24,1.0,12.586394561624376,6.448220800747556,12.942691297296722
26,1.0,30.780228347026732,-149.06,0.0
28,1.0,14.96198785462278,-12.707982410421238,6.563677473452554
30,1.0,17.987394962907974,-124.58385275070381,12.396491788565958
32,1.0,15.443072694891976,-33.27204547301699,1.263636281775108
34,1.0,18.864011507829115,0.0,0.0
36,1.0,12.273040688335932,34.92707194206923,19.01736222810841
38,1.0,23.172866352082995,-16.19999999999999,0.0
40,1.0,18.46652173978271,-20.12389248612959,6.177617814189798
42,1.0,21.016197054584143,-22.34940729012925,1.2744193040741714
44,1.0,32.41490874248013,-123.39584624376647,1.0748979942846284
46,1.0,17.885285784178492,3.283519557264242,1.1877653029866846
48,1.0,28.55531005616301,0.0,0.0
50,1.0,28.318624407004602,2.8160462233900034,1.127197613799091
52,1.0,26.55110431466791,-15.65235835488943,6.441333819139089
54,1.0,26.27326530923931,-6.560000000000002,0.0
56,1.0,21.282601827320555,0.0,0.0
58,1.0,15.10564501226326,32.64542603361713,18.82329975672039
60,1.0,17.236250011937326,-44.884265448657004,7.288310899565036
62,1.0,30.954009445716796,-4.790783646787702,1.0937143707481816
64,1.0,15.638198289885711,-13.99530821582448,1.118297462725238
66,1.0,21.388272680133632,-3.97196884800735,21.195953188871563
68,1.0,18.392546322981072,-18.279999999999973,0.0
70,1.0,18.78871930118441,3.0455342943375854,1.2667828265643446
72,1.0,12.741982167015582,2.700602623102327,1.2867064116187947
74,1.0,28.55531005616301,3.095720200024175,1.1252956517702855
76,1.0,23.9771911336471,-51.50359470680553,7.046559195796578
78,1.0,17.236250011937326,0.0,0.0
80,1.0,22.563670843010016,-31.099076561409902,7.340931937476975
82,1.0,14.87718221150698,-8.17999999999995,0.0
84,1.0,22.885837109440633,-7.112141377470948,1.1887964186656423
86,1.0,12.331104928436725,-13.370515412690793,7.453232243305386
88,1.0,12.618010948709827,-2.0131499455287667,1.0932323404888915
90,1.0,22.619585217470924,-2.6710086520662344,1.1334917505358977
92,1.0,23.067939554844255,-5.34078519054674,1.2773355638299335
94,1.0,31.449042202034057,-34.344464352671366,1.2296808951286142
96,1.0,24.300182587877853,-52.64999999999998,0.0
98,1.0,22.083876887220438,-3.4292432009009417,1.1056987273834535
100,1.0,15.622387313270915,9.118466873696093,13.559769644058974
102,1.0,22.756360954632722,-3.2375843017239276,1.1072902019949438
104,1.0,31.268338352685202,10.351022184883732,12.085352359590429
106,1.0,28.338472568238917,3.0569575765844093,1.068182378871276
108,1.0,12.60951128013451,2.773129160218218,1.2984270014835635
110,1.0,18.61543616247961,-11.84129201841722,1.2954257392505513
112,1.0,20.17026395859193,-20.600081228358363,6.797329681313128
114,1.0,22.422694462723946,-6.13451940122593,1.2615337182796305
116,1.0,23.176224164755247,-50.80162525436526,1.1291093397210992
118,1.0,12.6324153169577,-7.991113910767012,1.123234820806325
120,1.0,23.110732599581155,-5.472799040172845,1.1898890927587058
122,1.0,21.922059804345626,3.028636900240258,1.1240707839124662
124,1.0,22.790938556697295,-3.557693212882441,1.1200606068436214
126,1.0,20.18564841819242,-14.265822407219275,1.1820799203127335
128,1.0,17.175235603854155,-8.938386695177769,1.2225010256630446
130,1.0,31.351317282634795,-20.09278114008987,1.172328898673038
132,1.0,23.152259719535504,-10.398562475897734,1.1501677590602597
